Tiempo (s)	Voltaje (V)
107.414000	0.287325
107.415000	0.279598
107.416000	0.293120
107.417000	0.310183
107.418000	0.287647
107.419000	0.253521
107.420000	0.222292
107.421000	0.229053
107.422000	0.268652
107.423000	0.266398
107.424000	0.259637
107.425000	0.257062
107.426000	0.246438
107.427000	0.240965
107.428000	0.235814
107.429000	0.224546
107.430000	0.244184
107.431000	0.282174
107.432000	0.291510
107.433000	0.261247
107.434000	0.268974
107.435000	0.259959
107.436000	0.262535
107.437000	0.255130
107.438000	0.262535
107.439000	0.276057
107.440000	0.261569
107.441000	0.250945
107.442000	0.259316
107.443000	0.248691
107.444000	0.236457
107.445000	0.222614
107.446000	0.219072
107.447000	0.239355
107.448000	0.264467
107.449000	0.283139
107.450000	0.287647
107.451000	0.294408
107.452000	0.287003
107.453000	0.274769
107.454000	0.260281
107.455000	0.253199
107.456000	0.268974
107.457000	0.279276
107.458000	0.262213
107.459000	0.244506
107.460000	0.239999
107.461000	0.219716
107.462000	0.217141
107.463000	0.228087
107.464000	0.261247
107.465000	0.245472
107.466000	0.259316
107.467000	0.295695
107.468000	0.300524
107.469000	0.315334
107.470000	0.287003
107.471000	0.253199
107.472000	0.249335
107.473000	0.253521
107.474000	0.288613
107.475000	0.271871
107.476000	0.236136
107.477000	0.224867
107.478000	0.224224
107.479000	0.208448
107.480000	0.218107
107.481000	0.244184
107.482000	0.277988
107.483000	0.289900
107.484000	0.311149
107.485000	0.301812
107.486000	0.279276
107.487000	0.271228
107.488000	0.257706
107.489000	0.273481
107.490000	0.268652
107.491000	0.295695
107.492000	0.243218
107.493000	0.239677
107.494000	0.225511
107.495000	0.227121
107.496000	0.208770
107.497000	0.236136
107.498000	0.262213
107.499000	0.281530
107.500000	0.277344
107.501000	0.284749
107.502000	0.303100
107.503000	0.284427
107.504000	0.255774
107.505000	0.269296
107.506000	0.269618
107.507000	0.273481
107.508000	0.265111
107.509000	0.240965
107.510000	0.224867
107.511000	0.235814
107.512000	0.211990
107.513000	0.216175
107.514000	0.230662
107.515000	0.263501
107.516000	0.302456
107.517000	0.320485
107.518000	0.306641
107.519000	0.296661
107.520000	0.281852
107.521000	0.266076
107.522000	0.278954
107.523000	0.269618
107.524000	0.262857
107.525000	0.259316
107.526000	0.236779
107.527000	0.217785
107.528000	0.217785
107.529000	0.209092
107.530000	0.224546
107.531000	0.271549
107.532000	0.281530
107.533000	0.299881
107.534000	0.305354
107.535000	0.283783
107.536000	0.286359
107.537000	0.273481
107.538000	0.265754
107.539000	0.282174
107.540000	0.267686
107.541000	0.255130
107.542000	0.250623
107.543000	0.236136
107.544000	0.234204
107.545000	0.226799
107.546000	0.225511
107.547000	0.241287
107.548000	0.264467
107.549000	0.276701
107.550000	0.299559
107.551000	0.306963
107.552000	0.286037
107.553000	0.276057
107.554000	0.259959
107.555000	0.261247
107.556000	0.279276
107.557000	0.272515
107.558000	0.270262
107.559000	0.238711
107.560000	0.229697
107.561000	0.237101
107.562000	0.224546
107.563000	0.218429
107.564000	0.241287
107.565000	0.276379
107.566000	0.278954
107.567000	0.282496
107.568000	0.285071
107.569000	0.286037
107.570000	0.291188
107.571000	0.280564
107.572000	0.264467
107.573000	0.274769
107.574000	0.271549
107.575000	0.261247
107.576000	0.245150
107.577000	0.221970
107.578000	0.222292
107.579000	0.226155
107.580000	0.220682
107.581000	0.253199
107.582000	0.276701
107.583000	0.290222
107.584000	0.292154
107.585000	0.294086
107.586000	0.293442
107.587000	0.277344
107.588000	0.277344
107.589000	0.276057
107.590000	0.252233
107.591000	0.266398
107.592000	0.260281
107.593000	0.241609
107.594000	0.230019
107.595000	0.224867
107.596000	0.216175
107.597000	0.237423
107.598000	0.270262
107.599000	0.292476
107.600000	0.293764
107.601000	0.284427
107.602000	0.294086
107.603000	0.288934
107.604000	0.264467
107.605000	0.257062
107.606000	0.289900
107.607000	0.253199
107.608000	0.273481
107.609000	0.249335
107.610000	0.226477
107.611000	0.213921
107.612000	0.214565
107.613000	0.231950
107.614000	0.263179
107.615000	0.303744
107.616000	0.300846
107.617000	0.308895
107.618000	0.281208
107.619000	0.275091
107.620000	0.282496
107.621000	0.269296
107.622000	0.240643
107.623000	0.268008
107.624000	0.267364
107.625000	0.276379
107.626000	0.216175
107.627000	0.199112
107.628000	0.192995
107.629000	0.201365
107.630000	0.209736
107.631000	0.253521
107.632000	0.288934
107.633000	0.307929
107.634000	0.308573
107.635000	0.323705
107.636000	0.364913
107.637000	0.339158
107.638000	0.292154
107.639000	0.272193
107.640000	0.339802
107.641000	0.356543
107.642000	0.408376
107.643000	0.268330
107.644000	0.202331
107.645000	0.203941
107.646000	0.312758
107.647000	0.364592
107.648000	0.204907
107.649000	0.321129
107.650000	0.386484
107.651000	0.299559
107.652000	0.212955
107.653000	0.318875
107.654000	0.318231
107.655000	0.326924
107.656000	0.278632
107.657000	0.292154
107.658000	0.361694
107.659000	0.324670
107.660000	0.236457
107.661000	0.203941
107.662000	0.203297
107.663000	0.218751
107.664000	0.183980
107.665000	0.364270
107.666000	0.498521
107.667000	0.336904
107.668000	0.383586
107.669000	0.329178
107.670000	0.287325
107.671000	0.216497
107.672000	0.221970
107.673000	0.249657
107.674000	0.218107
107.675000	0.229053
107.676000	0.196214
107.677000	0.249979
107.678000	0.227765
107.679000	0.195249
107.680000	0.263501
107.681000	0.288934
107.682000	0.291510
107.683000	0.456990
107.684000	0.467292
107.685000	0.269940
107.686000	0.269296
107.687000	0.197180
107.688000	0.212955
107.689000	0.249013
107.690000	0.184946
107.691000	0.210702
107.692000	0.282174
107.693000	0.280886
107.694000	0.219072
107.695000	0.197180
107.696000	0.210380
107.697000	0.255774
107.698000	0.281530
107.699000	0.371352
107.700000	0.427049
107.701000	0.314368
107.702000	0.305676
107.703000	0.314046
107.704000	0.445722
107.705000	0.320485
107.706000	0.301168
107.707000	0.205229
107.708000	0.292154
107.709000	0.216175
107.710000	0.221326
107.711000	0.251267
107.712000	0.274447
107.713000	0.262535
107.714000	0.308895
107.715000	0.391957
107.716000	0.344631
107.717000	0.244184
107.718000	0.209736
107.719000	0.277988
107.720000	0.292476
107.721000	0.285071
107.722000	0.359118
107.723000	0.331109
107.724000	0.346563
107.725000	0.384230
107.726000	0.219716
107.727000	0.198146
107.728000	0.224867
107.729000	0.260925
107.730000	0.203941
107.731000	0.214243
107.732000	0.219072
107.733000	0.291188
107.734000	0.314046
107.735000	0.290544
107.736000	0.343665
107.737000	0.327246
107.738000	0.308895
107.739000	0.355899
107.740000	0.361694
107.741000	0.372962
107.742000	0.301812
107.743000	0.193639
107.744000	0.245472
107.745000	0.190097
107.746000	0.246760
107.747000	0.336904
107.748000	0.311471
107.749000	0.273159
107.750000	0.319519
107.751000	0.336904
107.752000	0.347850
107.753000	0.369099
107.754000	0.241609
107.755000	0.228409
107.756000	0.250301
107.757000	0.189454
107.758000	0.257384
107.759000	0.369099
107.760000	0.205551
107.761000	0.247082
107.762000	0.189132
107.763000	0.226155
107.764000	0.282174
107.765000	0.314690
107.766000	0.307607
107.767000	0.290866
107.768000	0.306320
107.769000	0.309539
107.770000	0.400005
107.771000	0.322417
107.772000	0.295695
107.773000	0.270906
107.774000	0.291188
107.775000	0.238389
107.776000	0.259637
107.777000	0.194927
107.778000	0.282818
107.779000	0.189775
107.780000	0.193639
107.781000	0.306320
107.782000	0.296983
107.783000	0.343665
107.784000	0.252233
107.785000	0.276379
107.786000	0.300846
107.787000	0.297627
107.788000	0.278310
107.789000	0.298915
107.790000	0.301812
107.791000	0.284105
107.792000	0.282496
107.793000	0.261569
107.794000	0.239999
107.795000	0.221648
107.796000	0.202653
107.797000	0.202653
107.798000	0.274447
107.799000	0.291832
107.800000	0.291510
107.801000	0.308573
107.802000	0.327890
107.803000	0.303422
107.804000	0.283139
107.805000	0.292154
107.806000	0.263501
107.807000	0.256418
107.808000	0.256740
107.809000	0.242896
107.810000	0.228409
107.811000	0.232916
107.812000	0.217785
107.813000	0.223580
107.814000	0.261247
107.815000	0.273481
107.816000	0.297305
107.817000	0.325314
107.818000	0.307285
107.819000	0.275091
107.820000	0.266398
107.821000	0.271871
107.822000	0.260281
107.823000	0.260281
107.824000	0.267364
107.825000	0.266720
107.826000	0.264145
107.827000	0.246438
107.828000	0.250623
107.829000	0.287647
107.830000	0.251589
107.831000	0.182371
107.832000	0.215209
107.833000	0.256096
107.834000	0.295695
107.835000	0.305676
107.836000	0.298593
107.837000	0.283139
107.838000	0.278632
107.839000	0.307285
107.840000	0.295695
107.841000	0.300524
107.842000	0.197180
107.843000	0.207804
107.844000	0.222936
107.845000	0.212312
107.846000	0.230984
107.847000	0.256096
107.848000	0.286037
107.849000	0.295373
107.850000	0.297627
107.851000	0.296661
107.852000	0.318875
107.853000	0.292798
107.854000	0.301490
107.855000	0.296661
107.856000	0.306320
107.857000	0.309217
107.858000	0.174644
107.859000	0.202009
107.860000	0.227443
107.861000	0.228087
107.862000	0.213599
107.863000	0.213599
107.864000	0.263823
107.865000	0.320485
107.866000	0.344309
107.867000	0.350426
107.868000	0.268974
107.869000	0.222936
107.870000	0.236457
107.871000	0.308895
107.872000	0.308251
107.873000	0.318231
107.874000	0.274125
107.875000	0.240965
107.876000	0.275091
107.877000	0.216497
107.878000	0.208448
107.879000	0.183980
107.880000	0.182049
107.881000	0.227765
107.882000	0.225189
107.883000	0.229375
107.884000	0.286359
107.885000	0.299881
107.886000	0.288934
107.887000	0.282174
107.888000	0.275735
107.889000	0.291188
107.890000	0.286359
107.891000	0.271228
107.892000	0.259316
107.893000	0.245794
107.894000	0.246116
107.895000	0.252877
107.896000	0.203619
107.897000	0.202975
107.898000	0.263823
107.899000	0.297627
107.900000	0.291188
107.901000	0.305032
107.902000	0.292476
107.903000	0.289900
107.904000	0.275091
107.905000	0.278954
107.906000	0.272515
107.907000	0.267042
107.908000	0.257384
107.909000	0.247404
107.910000	0.235814
107.911000	0.224546
107.912000	0.224546
107.913000	0.229375
107.914000	0.254486
107.915000	0.259316
107.916000	0.277023
107.917000	0.301812
107.918000	0.297627
107.919000	0.305354
107.920000	0.278310
107.921000	0.269618
107.922000	0.261891
107.923000	0.270262
107.924000	0.265433
107.925000	0.256096
107.926000	0.233238
107.927000	0.219716
107.928000	0.221004
107.929000	0.229053
107.930000	0.244506
107.931000	0.256418
107.932000	0.269940
107.933000	0.279598
107.934000	0.295695
107.935000	0.302778
107.936000	0.291188
107.937000	0.269940
107.938000	0.269618
107.939000	0.267364
107.940000	0.285393
107.941000	0.262213
107.942000	0.256740
107.943000	0.237101
107.944000	0.211990
107.945000	0.205229
107.946000	0.211668
107.947000	0.239033
107.948000	0.256418
107.949000	0.274447
107.950000	0.288291
107.951000	0.306320
107.952000	0.302456
107.953000	0.282496
107.954000	0.268330
107.955000	0.258350
107.956000	0.268008
107.957000	0.256096
107.958000	0.254164
107.959000	0.245150
107.960000	0.230341
107.961000	0.220038
107.962000	0.221970
107.963000	0.232272
107.964000	0.251589
107.965000	0.268008
107.966000	0.289578
107.967000	0.292798
107.968000	0.286037
107.969000	0.283461
107.970000	0.288934
107.971000	0.272515
107.972000	0.260603
107.973000	0.257706
107.974000	0.266720
107.975000	0.267364
107.976000	0.232916
107.977000	0.208448
107.978000	0.215209
107.979000	0.208770
107.980000	0.225511
107.981000	0.265754
107.982000	0.277344
107.983000	0.282818
107.984000	0.297305
107.985000	0.296983
107.986000	0.281852
107.987000	0.262213
107.988000	0.274769
107.989000	0.281208
107.990000	0.270262
107.991000	0.249657
107.992000	0.239677
107.993000	0.237423
107.994000	0.227121
107.995000	0.218107
107.996000	0.239355
107.997000	0.260925
107.998000	0.290222
107.999000	0.288934
108.000000	0.293764
108.001000	0.296661
108.002000	0.290866
108.003000	0.287003
108.004000	0.277988
108.005000	0.292154
108.006000	0.321773
108.007000	0.342377
108.008000	0.304710
108.009000	0.240643
108.010000	0.194605
108.011000	0.196214
108.012000	0.182371
108.013000	0.199756
108.014000	0.232272
108.015000	0.266398
108.016000	0.286037
108.017000	0.290222
108.018000	0.284749
108.019000	0.301490
108.020000	0.266076
108.021000	0.266398
108.022000	0.284427
108.023000	0.274125
108.024000	0.272837
108.025000	0.264467
108.026000	0.231950
108.027000	0.210702
108.028000	0.220682
108.029000	0.209092
108.030000	0.212634
108.031000	0.243540
108.032000	0.279276
108.033000	0.298593
108.034000	0.298915
108.035000	0.289578
108.036000	0.269618
108.037000	0.252555
108.038000	0.272837
108.039000	0.275091
108.040000	0.265754
108.041000	0.251267
108.042000	0.246760
108.043000	0.237101
108.044000	0.232594
108.045000	0.215531
108.046000	0.225189
108.047000	0.258350
108.048000	0.279276
108.049000	0.292476
108.050000	0.294408
108.051000	0.306320
108.052000	0.287969
108.053000	0.287325
108.054000	0.264789
108.055000	0.270262
108.056000	0.281530
108.057000	0.278632
108.058000	0.268652
108.059000	0.235492
108.060000	0.241931
108.061000	0.228087
108.062000	0.247404
108.063000	0.235170
108.064000	0.265111
108.065000	0.277988
108.066000	0.263179
108.067000	0.307285
108.068000	0.266076
108.069000	0.238711
108.070000	0.265433
108.071000	0.276057
108.072000	0.282818
108.073000	0.278310
108.074000	0.266398
108.075000	0.270262
108.076000	0.256096
108.077000	0.242896
108.078000	0.264467
108.079000	0.218107
108.080000	0.206195
108.081000	0.264145
108.082000	0.267042
108.083000	0.271871
108.084000	0.238389
108.085000	0.282496
108.086000	0.304066
108.087000	0.362338
108.088000	0.372962
108.089000	0.336904
108.090000	0.366523
108.091000	0.366201
108.092000	0.306641
108.093000	0.345597
108.094000	0.263823
108.095000	0.392923
108.096000	0.453770
108.097000	0.261247
108.098000	0.199112
108.099000	0.202975
108.100000	0.308251
108.101000	0.305676
108.102000	0.281208
108.103000	0.263179
108.104000	0.299559
108.105000	0.356543
108.106000	0.192995
108.107000	0.248369
108.108000	0.280564
108.109000	0.247404
108.110000	0.202975
108.111000	0.212312
108.112000	0.272193
108.113000	0.390669
108.114000	0.413527
108.115000	0.320807
108.116000	0.395498
108.117000	0.319841
108.118000	0.201365
108.119000	0.235814
108.120000	0.321773
108.121000	0.193317
108.122000	0.445400
108.123000	0.453770
108.124000	0.289900
108.125000	0.191707
108.126000	0.236136
108.127000	0.266398
108.128000	0.239677
108.129000	0.195249
108.130000	0.227765
108.131000	0.197824
108.132000	0.287003
108.133000	0.315656
108.134000	0.368777
108.135000	0.261247
108.136000	0.245794
108.137000	0.261569
108.138000	0.316944
108.139000	0.317588
108.140000	0.303100
108.141000	0.321129
108.142000	0.303744
108.143000	0.296017
108.144000	0.276379
108.145000	0.213921
108.146000	0.210380
108.147000	0.206839
108.148000	0.331753
108.149000	0.468902
108.150000	0.443146
108.151000	0.403225
108.152000	0.249335
108.153000	0.216819
108.154000	0.280886
108.155000	0.233882
108.156000	0.317588
108.157000	0.249013
108.158000	0.199112
108.159000	0.257062
108.160000	0.252555
108.161000	0.203619
108.162000	0.192995
108.163000	0.219394
108.164000	0.317266
108.165000	0.350426
108.166000	0.382298
108.167000	0.383264
108.168000	0.402259
108.169000	0.384874
108.170000	0.263179
108.171000	0.199434
108.172000	0.249979
108.173000	0.216175
108.174000	0.324670
108.175000	0.274125
108.176000	0.233882
108.177000	0.238067
108.178000	0.201687
108.179000	0.206195
108.180000	0.196536
108.181000	0.264467
108.182000	0.289256
108.183000	0.307607
108.184000	0.234526
108.185000	0.296661
108.186000	0.327568
108.187000	0.305354
108.188000	0.282818
108.189000	0.293120
108.190000	0.287647
108.191000	0.267364
108.192000	0.259316
108.193000	0.239999
108.194000	0.230662
108.195000	0.233560
108.196000	0.245794
108.197000	0.245472
108.198000	0.250623
108.199000	0.300846
108.200000	0.310505
108.201000	0.301168
108.202000	0.284427
108.203000	0.291832
108.204000	0.275413
108.205000	0.280886
108.206000	0.270906
108.207000	0.272837
108.208000	0.269618
108.209000	0.266720
108.210000	0.234848
108.211000	0.207804
108.212000	0.221648
108.213000	0.223258
108.214000	0.250623
108.215000	0.283783
108.216000	0.304066
108.217000	0.315656
108.218000	0.299881
108.219000	0.282174
108.220000	0.284427
108.221000	0.261247
108.222000	0.264789
108.223000	0.265754
108.224000	0.255130
108.225000	0.245472
108.226000	0.234526
108.227000	0.223258
108.228000	0.239355
108.229000	0.230662
108.230000	0.243218
108.231000	0.270262
108.232000	0.278954
108.233000	0.294086
108.234000	0.307607
108.235000	0.299237
108.236000	0.285071
108.237000	0.294086
108.238000	0.319519
108.239000	0.287003
108.240000	0.235170
108.241000	0.215531
108.242000	0.213599
108.243000	0.229697
108.244000	0.231628
108.245000	0.212955
108.246000	0.221004
108.247000	0.230019
108.248000	0.272837
108.249000	0.282174
108.250000	0.306320
108.251000	0.308573
108.252000	0.299237
108.253000	0.291510
108.254000	0.277666
108.255000	0.268008
108.256000	0.285393
108.257000	0.294086
108.258000	0.300203
108.259000	0.297305
108.260000	0.247082
108.261000	0.220682
108.262000	0.199112
108.263000	0.199434
108.264000	0.190097
108.265000	0.242574
108.266000	0.288613
108.267000	0.324992
108.268000	0.334651
108.269000	0.310183
108.270000	0.261891
108.271000	0.244506
108.272000	0.246438
108.273000	0.255774
108.274000	0.255452
108.275000	0.244828
108.276000	0.231950
108.277000	0.231306
108.278000	0.208448
108.279000	0.204263
108.280000	0.215209
108.281000	0.250945
108.282000	0.282818
108.283000	0.284427
108.284000	0.305998
108.285000	0.303100
108.286000	0.296017
108.287000	0.278310
108.288000	0.269618
108.289000	0.270906
108.290000	0.269296
108.291000	0.252233
108.292000	0.244184
108.293000	0.233238
108.294000	0.223258
108.295000	0.230662
108.296000	0.226155
108.297000	0.243540
108.298000	0.270262
108.299000	0.296983
108.300000	0.298593
108.301000	0.302778
108.302000	0.287003
108.303000	0.268008
108.304000	0.263501
108.305000	0.266076
108.306000	0.253842
108.307000	0.243218
108.308000	0.248369
108.309000	0.233560
108.310000	0.236779
108.311000	0.222614
108.312000	0.218107
108.313000	0.234204
108.314000	0.247082
108.315000	0.267686
108.316000	0.292798
108.317000	0.295051
108.318000	0.280886
108.319000	0.266076
108.320000	0.280564
108.321000	0.271228
108.322000	0.267042
108.323000	0.282174
108.324000	0.267042
108.325000	0.255130
108.326000	0.236457
108.327000	0.225833
108.328000	0.211346
108.329000	0.220682
108.330000	0.232272
108.331000	0.262857
108.332000	0.271228
108.333000	0.288934
108.334000	0.293120
108.335000	0.290544
108.336000	0.281852
108.337000	0.277344
108.338000	0.271871
108.339000	0.280886
108.340000	0.249335
108.341000	0.261247
108.342000	0.249657
108.343000	0.229697
108.344000	0.223580
108.345000	0.214887
108.346000	0.230019
108.347000	0.238389
108.348000	0.271871
108.349000	0.292476
108.350000	0.285393
108.351000	0.305032
108.352000	0.290544
108.353000	0.264467
108.354000	0.267364
108.355000	0.273481
108.356000	0.281852
108.357000	0.272515
108.358000	0.254808
108.359000	0.245794
108.360000	0.233882
108.361000	0.221648
108.362000	0.223902
108.363000	0.233560
108.364000	0.256740
108.365000	0.275413
108.366000	0.293764
108.367000	0.308573
108.368000	0.298593
108.369000	0.286681
108.370000	0.287647
108.371000	0.271228
108.372000	0.275413
108.373000	0.278310
108.374000	0.263501
108.375000	0.248369
108.376000	0.243862
108.377000	0.227765
108.378000	0.219716
108.379000	0.222292
108.380000	0.240321
108.381000	0.260925
108.382000	0.291188
108.383000	0.298915
108.384000	0.299559
108.385000	0.291510
108.386000	0.274769
108.387000	0.283783
108.388000	0.277344
108.389000	0.277988
108.390000	0.271228
108.391000	0.236136
108.392000	0.243540
108.393000	0.241931
108.394000	0.243862
108.395000	0.252555
108.396000	0.233882
108.397000	0.222614
108.398000	0.228409
108.399000	0.246116
108.400000	0.263501
108.401000	0.304066
108.402000	0.304710
108.403000	0.304388
108.404000	0.309861
108.405000	0.297949
108.406000	0.285715
108.407000	0.251911
108.408000	0.272193
108.409000	0.232916
108.410000	0.212634
108.411000	0.189775
108.412000	0.182371
108.413000	0.211668
108.414000	0.234204
108.415000	0.241609
108.416000	0.276701
108.417000	0.287325
108.418000	0.285071
108.419000	0.277023
108.420000	0.279920
108.421000	0.295695
108.422000	0.286359
108.423000	0.292476
108.424000	0.253199
108.425000	0.252877
108.426000	0.244184
108.427000	0.221326
108.428000	0.201044
108.429000	0.261569
108.430000	0.299559
108.431000	0.319197
108.432000	0.349782
108.433000	0.338836
108.434000	0.350748
108.435000	0.289578
108.436000	0.206517
108.437000	0.196214
108.438000	0.240965
108.439000	0.183659
108.440000	0.221648
108.441000	0.280242
108.442000	0.324026
108.443000	0.295373
108.444000	0.264467
108.445000	0.310183
108.446000	0.223258
108.447000	0.204585
108.448000	0.275091
108.449000	0.183980
108.450000	0.338192
108.451000	0.426405
108.452000	0.377147
108.453000	0.237423
108.454000	0.204263
108.455000	0.185590
108.456000	0.186234
108.457000	0.236136
108.458000	0.295695
108.459000	0.326280
108.460000	0.327246
108.461000	0.305998
108.462000	0.306320
108.463000	0.303744
108.464000	0.386484
108.465000	0.287969
108.466000	0.178507
108.467000	0.200722
108.468000	0.241931
108.469000	0.239355
108.470000	0.345919
108.471000	0.371996
108.472000	0.334329
108.473000	0.266720
108.474000	0.194927
108.475000	0.190097
108.476000	0.213599
108.477000	0.302456
108.478000	0.198790
108.479000	0.227443
108.480000	0.251589
108.481000	0.261891
108.482000	0.235814
108.483000	0.231950
108.484000	0.298271
108.485000	0.316300
108.486000	0.250301
108.487000	0.310505
108.488000	0.348494
108.489000	0.269618
108.490000	0.232594
108.491000	0.197824
108.492000	0.228087
108.493000	0.185912
108.494000	0.191063
108.495000	0.249979
108.496000	0.296017
108.497000	0.302456
108.498000	0.341733
108.499000	0.380367
108.500000	0.401293
108.501000	0.369099
108.502000	0.283783
108.503000	0.235170
108.504000	0.190741
108.505000	0.237423
108.506000	0.213599
108.507000	0.231628
108.508000	0.216819
108.509000	0.275413
108.510000	0.267686
108.511000	0.248691
108.512000	0.202331
108.513000	0.197824
108.514000	0.246760
108.515000	0.291510
108.516000	0.326280
108.517000	0.316300
108.518000	0.312436
108.519000	0.304710
108.520000	0.353967
108.521000	0.341090
108.522000	0.330465
108.523000	0.250945
108.524000	0.194605
108.525000	0.293120
108.526000	0.341733
108.527000	0.241609
108.528000	0.185268
108.529000	0.185590
108.530000	0.196536
108.531000	0.188166
108.532000	0.303744
108.533000	0.327568
108.534000	0.315656
108.535000	0.324670
108.536000	0.280564
108.537000	0.263823
108.538000	0.285393
108.539000	0.276057
108.540000	0.239999
108.541000	0.249979
108.542000	0.238389
108.543000	0.227765
108.544000	0.200722
108.545000	0.219394
108.546000	0.277344
108.547000	0.281530
108.548000	0.322095
108.549000	0.341411
108.550000	0.304388
108.551000	0.310827
108.552000	0.402903
108.553000	0.270262
108.554000	0.224867
108.555000	0.195570
108.556000	0.209092
108.557000	0.224546
108.558000	0.200078
108.559000	0.269618
108.560000	0.278310
108.561000	0.233238
108.562000	0.243862
108.563000	0.203297
108.564000	0.256740
108.565000	0.280564
108.566000	0.206195
108.567000	0.252233
108.568000	0.307929
108.569000	0.300846
108.570000	0.281208
108.571000	0.292476
108.572000	0.285393
108.573000	0.263501
108.574000	0.254164
108.575000	0.263501
108.576000	0.272193
108.577000	0.260925
108.578000	0.273159
108.579000	0.291832
108.580000	0.308573
108.581000	0.319197
108.582000	0.246116
108.583000	0.176254
108.584000	0.199434
108.585000	0.242252
108.586000	0.236779
108.587000	0.268652
108.588000	0.282818
108.589000	0.283783
108.590000	0.273159
108.591000	0.262213
108.592000	0.249657
108.593000	0.234204
108.594000	0.227765
108.595000	0.225833
108.596000	0.249979
108.597000	0.274447
108.598000	0.290866
108.599000	0.291832
108.600000	0.291832
108.601000	0.300203
108.602000	0.303422
108.603000	0.292798
108.604000	0.278310
108.605000	0.274447
108.606000	0.277344
108.607000	0.262857
108.608000	0.253842
108.609000	0.242896
108.610000	0.239677
108.611000	0.228731
108.612000	0.227443
108.613000	0.228731
108.614000	0.251911
108.615000	0.288613
108.616000	0.289256
108.617000	0.288291
108.618000	0.287003
108.619000	0.273159
108.620000	0.287325
108.621000	0.263823
108.622000	0.266076
108.623000	0.262857
108.624000	0.257706
108.625000	0.262213
108.626000	0.252877
108.627000	0.223902
108.628000	0.221326
108.629000	0.217463
108.630000	0.232594
108.631000	0.253842
108.632000	0.272515
108.633000	0.284749
108.634000	0.296017
108.635000	0.300203
108.636000	0.281530
108.637000	0.274769
108.638000	0.275413
108.639000	0.263501
108.640000	0.255452
108.641000	0.232916
108.642000	0.242896
108.643000	0.227443
108.644000	0.237423
108.645000	0.225189
108.646000	0.213921
108.647000	0.246438
108.648000	0.284427
108.649000	0.283783
108.650000	0.274447
108.651000	0.282174
108.652000	0.289256
108.653000	0.265433
108.654000	0.263179
108.655000	0.265111
108.656000	0.266720
108.657000	0.266720
108.658000	0.253199
108.659000	0.241609
108.660000	0.231306
108.661000	0.217141
108.662000	0.220360
108.663000	0.243862
108.664000	0.263179
108.665000	0.267686
108.666000	0.274447
108.667000	0.302778
108.668000	0.301168
108.669000	0.268974
108.670000	0.284105
108.671000	0.272193
108.672000	0.293120
108.673000	0.264467
108.674000	0.260603
108.675000	0.258350
108.676000	0.230019
108.677000	0.214565
108.678000	0.217785
108.679000	0.228731
108.680000	0.240965
108.681000	0.265111
108.682000	0.272515
108.683000	0.289578
108.684000	0.294086
108.685000	0.291832
108.686000	0.269618
108.687000	0.268330
108.688000	0.261247
108.689000	0.280564
108.690000	0.268008
108.691000	0.256096
108.692000	0.236779
108.693000	0.238389
108.694000	0.234526
108.695000	0.221004
108.696000	0.226155
108.697000	0.247404
108.698000	0.255130
108.699000	0.271228
108.700000	0.301168
108.701000	0.293764
108.702000	0.286359
108.703000	0.271871
108.704000	0.267686
108.705000	0.278310
108.706000	0.274125
108.707000	0.255130
108.708000	0.245472
108.709000	0.247082
108.710000	0.229697
108.711000	0.221326
108.712000	0.203941
108.713000	0.248691
108.714000	0.263823
108.715000	0.279276
108.716000	0.280886
108.717000	0.293442
108.718000	0.288934
108.719000	0.276057
108.720000	0.283139
108.721000	0.267042
108.722000	0.272515
108.723000	0.274125
108.724000	0.255130
108.725000	0.256740
108.726000	0.247082
108.727000	0.232916
108.728000	0.207804
108.729000	0.218429
108.730000	0.242896
108.731000	0.272837
108.732000	0.293120
108.733000	0.291188
108.734000	0.285071
108.735000	0.273481
108.736000	0.282496
108.737000	0.273481
108.738000	0.266076
108.739000	0.258672
108.740000	0.255452
108.741000	0.226799
108.742000	0.226477
108.743000	0.231950
108.744000	0.230984
108.745000	0.206839
108.746000	0.215531
108.747000	0.239033
108.748000	0.295695
108.749000	0.296983
108.750000	0.294408
108.751000	0.278632
108.752000	0.272837
108.753000	0.267364
108.754000	0.275413
108.755000	0.277344
108.756000	0.280242
108.757000	0.269940
108.758000	0.262857
108.759000	0.235814
108.760000	0.221970
108.761000	0.215209
108.762000	0.230662
108.763000	0.246116
108.764000	0.270584
108.765000	0.290222
108.766000	0.302778
108.767000	0.299881
108.768000	0.304066
108.769000	0.272515
108.770000	0.256740
108.771000	0.270906
108.772000	0.268008
108.773000	0.284749
108.774000	0.264145
108.775000	0.238389
108.776000	0.237745
108.777000	0.238067
108.778000	0.221648
108.779000	0.225189
108.780000	0.243218
108.781000	0.271871
108.782000	0.278954
108.783000	0.281852
108.784000	0.301812
108.785000	0.310183
108.786000	0.287003
108.787000	0.289900
108.788000	0.283139
108.789000	0.290222
108.790000	0.281852
108.791000	0.248691
108.792000	0.237101
108.793000	0.221648
108.794000	0.217785
108.795000	0.206839
108.796000	0.223258
108.797000	0.256418
108.798000	0.279276
108.799000	0.281208
108.800000	0.321129
108.801000	0.334651
108.802000	0.303422
108.803000	0.254486
108.804000	0.233238
108.805000	0.197502
108.806000	0.212634
108.807000	0.244506
108.808000	0.266398
108.809000	0.260281
108.810000	0.229697
108.811000	0.212955
